,tweetText,pos_count,neg_count,sentiment
618,pfizer vaccine could cost per person times oxford vaccine greed,0,1,Negative
619,clinical evaluation lateral flow test uniofoxford pheuk show sensitivity specificity,0,0,Neutral
620,sanjukta top talking marie curie scholar cambridge university involved research muted talking nonsense bet hardly knows anything,1,3,Negative
621,universitystudents quit glad child nt go university would nt able hold child prisoner eless holding willing take life vaccine borishasfailedthenation trumpvsbiden freedomofspeech,7,9,Negative
622,evaluation lateralflow antigen test devices solution complete stacking data amp experience help inform unlocking lockdown pheuk uniofoxford ouhospitals ndmoxford,0,1,Negative
623,delighted see oxford uni modmedmicro pheuk report dhscgovuk preliminary results innova lateral flow antigen test detection released available,5,1,Positive
624,thank jakublonsky great host seminar participants university liverpool happy presented work w eugenioproto increase mental distress ethnicity amp gender uk btw times,5,5,Neutral
625,think fascinating live insight academics saïd business school university oxford oxford happened march companies scrambled recalibrate articulate reason mattered,3,7,Negative
626,campus security feature sponsored saltosystems securing million preventing spread security campussecurity university biocote accesscontrol surveillance,1,2,Negative
627,think fascinating live insight academics sbs university oxford happened march companies scrambled recalibrate articulate reason mattered headed,3,7,Negative
628,fascinating live insight academics saïd business school university oxford happened march companies scrambled recalibrate amp articulate reason mattered amp,3,7,Negative
629,computer model predict spread stanford news stanford university news,0,0,Neutral
630,driving home lockdown christmas sixday travel window allocated students travel home,1,2,Negative
631,news uniofoxford joined forces thermofisher world leader serving science ramp university capacity deliver testing data,1,1,Neutral
632,breaking university students wales travel home families christmas travel later december every student offered test suggested take one within hours travelling capitalreports,0,6,Negative
633,breaking university students wales travel home families christmas travel later december every student offered test suggested take one within hours travelling heartwales,0,6,Negative
634,uk universities following government guidelines ensure students stay safe christmas period please familiarise university adapting practices read uk unis responding,3,7,Negative
635,nov st mary uni anthonymcclaran said expected uphold yourstmarys student charter behaviour goes amp legislation not accepted amp act university disciplinary procedures,1,2,Negative
636,fascinating hear pandemic south africa tackled current speaker professor tahir pillay department chemical pathology university pretoria discussing three prongs testing,2,4,Negative
637,got say big credit britisharmy soldiers assisting mass testing liverpoolhopeuk university across city friendly helpful professional test quick easy get tested liverpool lpoolcouncil,3,3,Neutral
638,ridgeonsunday skynews getting increasingly frustrated university brigade banging covid armisticeday well thousands people laid lives line yet safeguarded weak people bang drjogrady,3,6,Negative
639,student covid christmas plans confirmed government proposition travel window students university christmas christmasiscoming,1,2,Negative
640,podcast blood thinners prevent people hospitalised developing bloodclots ronald flumignan federal university sao paulo brazil describes found podcast cochraneiberoam cochraneace,1,1,Neutral
